Date,GLD_Open,GLD_High,GLD_Low,GLD_Close,GLD_Volume,IWM_Open,IWM_High,IWM_Low,IWM_Close,IWM_Volume,QQQ_Open,QQQ_High,QQQ_Low,QQQ_Close,QQQ_Volume,SPY_Open,SPY_High,SPY_Low,SPY_Close,SPY_Volume,TLT_Open,TLT_High,TLT_Low,TLT_Close,TLT_Volume,XLF_Open,XLF_High,XLF_Low,XLF_Close,XLF_Volume,GLD_Return,GLD_Vol20,GLD_SMA10,GLD_SMA50,GLD_Target,IWM_Return,IWM_Vol20,IWM_SMA10,IWM_SMA50,IWM_Target,QQQ_Return,QQQ_Vol20,QQQ_SMA10,QQQ_SMA50,QQQ_Target,SPY_Return,SPY_Vol20,SPY_SMA10,SPY_SMA50,SPY_Target,TLT_Return,TLT_Vol20,TLT_SMA10,TLT_SMA50,TLT_Target,XLF_Return,XLF_Vol20,XLF_SMA10,XLF_SMA50,XLF_Target,SPY_HMM_Regime
2010-03-16,110.0199966430664,110.56999969482422,109.6999969482422,110.4000015258789,17749300,54.73734954064425,54.95523101237319,54.34192566872749,54.93102264404297,52874400,41.23762874130359,41.42906847075779,41.09840075246156,41.36815643310547,74950600,87.14535160156387,87.67961566474938,86.90455644997309,87.59684753417969,168673000,57.84601564369159,58.1845571466163,57.83324260748548,58.17817306518555,3932600,9.572374769292807,9.66447642053018,9.547813992576383,9.65833568572998,92828356,0.018826143448106,0.0083207364183399,109.66499938964844,108.82860000610351,1,0.0085934529781437,0.0077765987974935,54.01350479125976,51.071422805786135,1,0.0063504189223775,0.0062118402548026,40.70422248840332,39.28130783081055,1,0.0079661985471899,0.005395080116429,86.21228637695313,83.96897430419922,1,0.007968878197303,0.0066996300037209,57.72971649169922,57.66921432495117,1,0.0122264776883873,0.0083085545931617,9.416418552398682,9.018910579681396,1,0
2010-03-17,110.18000030517578,110.45999908447266,109.5500030517578,109.58999633789062,13784300,55.05209289215154,55.5846956809425,55.03594986890244,55.25383758544922,53589100,41.429072853839,41.68142464764364,41.35945719232429,41.48128128051758,75643500,87.86021601366907,88.40200653802411,87.60436793671954,88.11605834960938,177468100,58.32500430499808,58.427207946777344,58.17170371566704,58.427207946777344,3481200,9.713596848633228,9.80569850286992,9.701316099461026,9.77499771118164,113668817,-0.0073370034129791,0.0084609991111213,109.4609992980957,108.82439987182616,0,0.0058767327799105,0.0077664717161263,54.28384284973144,51.14388977050781,1,0.0027345875950512,0.006193854565068,40.884348678588864,39.303062210083006,1,0.0059272774083234,0.0054220904624349,86.57347793579102,84.02571182250976,1,0.0042805552060352,0.0061165366709604,57.76037178039551,57.69807716369629,1,0.0120788952929049,0.0084463494139325,9.486415386199951,9.034015159606934,1,0
2010-03-18,110.0999984741211,110.61000061035156,109.5,110.33999633789062,13848400,55.22962607663465,55.503995888722265,54.98752999569692,55.08436965942383,71527500,41.51609422557706,41.66402586479055,41.42037433893148,41.62051773071289,77829400,88.1235889844733,88.2439836950243,87.71724607197088,88.07091522216797,196509100,58.39528146026614,58.433610271377866,58.13339309658743,58.23559188842773,2750300,9.756578816787409,9.768858846576537,9.658337136817932,9.719738006591797,91978843,0.0068436903464033,0.0084676060304164,109.4119987487793,108.83719985961916,1,-0.0030670797437971,0.007901929700551,54.52351455688476,51.21651794433594,0,0.0033566091956929,0.0061562872584148,41.06534690856934,39.32760131835938,1,-0.0005123144213089,0.0054330490654514,86.90456924438476,84.0770310974121,0,-0.0032795689728005,0.0060839578893479,57.74121017456055,57.7157479095459,0,-0.0056531680336489,0.008798561419452,9.541676235198974,9.044698886871338,0,0
2010-03-19,108.27999877929688,110.29000091552734,107.8499984741211,108.27999877929688,24329100,54.3984603881836,55.28613610648611,54.1967156268984,54.3984603881836,80546500,41.74333877675314,41.76947417936445,41.22067724654042,41.36876678466797,86337100,87.6251220703125,88.6224932281486,87.28510563819593,87.6251220703125,226641100,58.29307556152343,58.49747799362295,58.04396024969397,58.29307556152344,2976300,9.65573787689209,9.766511527826596,9.618813085756786,9.65573787689209,110142617,-0.0186695452869645,0.0094173636370806,109.15899887084962,108.77259979248046,0,-0.0124519764042154,0.0087114507686149,54.58726844787598,51.27639617919922,0,-0.0060487221152261,0.0064531490765217,41.16112518310547,39.35197814941407,0,-0.0050617522337642,0.0057043655054963,87.06993255615234,84.11822998046875,0,0.0009870883291758,0.0060109867165611,57.80444526672363,57.74992195129394,1,-0.0065845529639073,0.0091587824679936,9.572730350494384,9.053734188079837,0,0
2010-03-22,107.30999755859376,108.0,106.9499969482422,107.75,11579400,54.01108595006191,55.28611380467483,53.89003791076794,55.16506576538086,56679400,41.20325926977293,41.90885540361878,41.1597046913136,41.74334335327149,71902800,87.12641995542236,88.25224466344329,87.07352928733518,88.09356689453125,184477800,58.3505599060798,58.43998566315641,58.26752309546245,58.35694885253906,2452300,9.55727640188524,9.711127465680802,9.551122388232285,9.704974174499512,78909193,-0.004894706180937,0.0094432551799437,108.9459991455078,108.711199798584,0,0.0140924094492163,0.009033424800464,54.71799850463867,51.3440209197998,1,0.0090545742045746,0.0064790292074524,41.28653106689453,39.383324813842776,1,0.0053460105178839,0.0057178446028337,87.28063583374023,84.16157424926757,1,0.0010957269006712,0.0058799896359048,57.90408744812012,57.78347068786621,1,0.0050991750433959,0.0089211284673289,9.606866359710692,9.05982458114624,1,0
2010-03-23,107.5,108.5,107.33999633789062,108.31999969482422,11274400,55.21349228788528,55.88328622130092,54.96333081070407,55.867149353027344,61187700,41.80432549855579,42.0743658900948,41.61268135772052,42.03081130981445,59182600,88.22205704219493,88.78874547634248,87.93493121284901,88.71318817138672,182941600,58.17173170111231,58.33142131321301,58.06953288350476,58.082305908203125,2910000,9.729584424875648,9.791125247164366,9.674198335039916,9.784971237182615,79992227,0.0052900203695982,0.0092067927727225,108.80599899291992,108.65019973754885,1,0.012726960040843,0.0084407686924574,54.89957237243652,51.42003852844238,1,0.006886558034179,0.0052203116951718,41.41805801391602,39.41380714416504,1,0.0070336722498398,0.0046151878332501,87.5390022277832,84.21159225463867,1,-0.0047062594898497,0.0049916693435379,57.97499160766601,57.81203392028809,0,0.0082428928964388,0.0072542417918753,9.645931911468503,9.068620071411132,1,0
2010-03-24,106.94000244140624,107.06999969482422,106.23999786376952,106.3000030517578,14236700,55.56132536337248,55.79593274764292,55.21346009319104,55.229637145996094,59664500,41.961134821693406,41.961134821693406,41.73464893757514,41.83047103881836,62995700,88.38070035579433,88.72826845722581,87.33043859406742,88.282470703125,196072600,57.38604947248128,57.64794274270377,56.88781872491025,57.02195739746094,8049300,9.723430689536986,9.84035833612332,9.723430689536986,9.791126251220703,86346279,-0.0186484181015276,0.0100820401112904,108.5889991760254,108.51919982910157,0,-0.011411217762388,0.009168542274588,54.97139472961426,51.48750213623047,0,-0.0047665097282886,0.0054301190634647,41.496484375,39.44358917236328,0,-0.004855168404382,0.0047797614400625,87.71592254638672,84.25058792114258,0,-0.0182559644311992,0.0064763766221293,57.95454978942871,57.82560768127441,0,0.0006290273000189,0.0067176604554911,9.675174713134766,9.077415885925292,1,0
2010-03-25,107.0,107.25,106.4800033569336,106.77999877929688,16866700,55.71504595714513,56.11144863479969,54.84133680582672,54.88178253173828,66977000,42.17888330412891,42.33568239859039,41.72591183457393,41.76946640014648,76294800,88.87941622803781,89.28743261208378,88.03316514822674,88.13894653320312,223396300,56.93252606880513,57.0027898723439,56.44707326496892,56.657859802246094,8268400,9.858818571376856,10.04344028753104,9.821893794663344,9.83420181274414,150906813,0.0045154817851262,0.0099169568364555,108.40699920654296,108.4449998474121,1,-0.0062983324213824,0.0094300016044562,54.99229278564453,51.559306411743165,0,-0.0014583779995035,0.0054845037002523,41.55314636230469,39.48224555969238,0,-0.0016257380290648,0.0047927651062411,87.84236907958984,84.30281631469727,0,-0.0063852174115485,0.0064245114431368,57.87662124633789,57.81261070251465,0,0.004399449094844,0.0065085262593857,9.700743198394775,9.089774875640869,1,0
2010-03-26,107.16000366210938,108.6999969482422,106.81999969482422,108.58999633789062,17433600,55.10831558002178,55.47235804675555,54.65527768539756,54.85752487182617,58114700,41.94370494486611,42.10050410272743,41.58655204596016,41.81303787231445,78067900,88.30514921630652,88.72071716957667,87.73846092713244,88.08602905273438,205808500,56.55567747036783,56.926158565355024,56.52373759642942,56.81756591796875,4110700,9.877284760009337,9.96959565697898,9.791127874672902,9.846514701843262,218970526,0.0169507171688101,0.0104013380752935,108.47099914550782,108.38599975585936,1,-0.0004419983971563,0.0093017036182277,55.01318473815918,51.61739120483399,0,0.0010431416995029,0.0055165574812571,41.61329612731934,39.51185333251953,1,-0.0006003870315016,0.0048305873396081,87.96276931762695,84.33953842163086,0,0.0028187813002482,0.0063231586871268,57.778890991210936,57.8161328125,1,0.001252047632698,0.0065426930977629,9.73122720718384,9.100292510986328,1,0
2010-03-29,108.87000274658205,109.16999816894533,108.4000015258789,108.75,11527000,55.10020470316102,55.33481209805851,54.85750569544855,55.15683364868164,38646400,42.02207197351289,42.16144852553951,41.90011458286537,42.01335906982422,57993300,88.53182567309217,88.80383652720089,88.16914837738167,88.6451644897461,134513500,56.70900591804864,56.753718839456944,56.40878850001732,56.60041809082031,3245100,9.901897073063587,9.932667842099072,9.797278192273728,9.858819007873535,76076908,0.0014734659499526,0.0104090424964406,108.50999908447264,108.32039978027343,1,0.0054561115827738,0.0081437211666494,55.082568359375,51.67758842468262,1,0.0047908788192212,0.0048935499656378,41.70392112731933,39.54477119445801,1,0.0063476063460299,0.0045740264027355,88.1368309020996,84.38277755737305,1,-0.0038218431859954,0.0063433403098514,57.667110443115234,57.799449310302734,0,0.0012496102837251,0.0065714040997841,9.762941646575928,9.11019660949707,1,0
